"";"Date";"Mean";"Min";"Max"
"90";2018-03-31;276,997561073199;270,889809243292;286,448344395518
"91";2018-04-01;276,040457401017;271,787908113803;279,585630022815
"92";2018-04-02;275,561247069776;270,497159336112;283,165798132596
"93";2018-04-03;275,365938193252;272,632188686485;278,714086803416
"94";2018-04-04;279,093599498833;274,283424775018;284,117280189466
"95";2018-04-05;272,937291304923;269,896154815612;277,260716974512
"96";2018-04-06;273,839663574548;269,899207398148;281,849989098417
"97";2018-04-07;272,507032450281;268,567978763294;276,862531050226
"98";2018-04-08;272,076223804422;266,677525537773;278,390109974132
"99";2018-04-09;273,296696107581;267,690129668688;282,799634328463
"100";2018-04-10;275,620292006612;271,08828343014;282,671748639819
"101";2018-04-11;275,485897509848;271,626789115312;282,265753163304
"102";2018-04-12;278,135340256999;271,188589935724;287,728607543295
"103";2018-04-13;280,973451665692;275,63260534575;289,818811169087
"104";2018-04-14;275,199952890865;271,252441033704;278,058112897319
"105";2018-04-15;273,089489063465;270,353566749499;278,296708378764
"106";2018-04-16;276,974129585472;274,519618831859;278,763227155564
"107";2018-04-17;274,65333254831;272,269944016159;277,720540959415
"108";2018-04-18;275,343709435941;272,592920291441;279,205943203084
"109";2018-04-19;274,767238539;270,297066842606;278,856090309611
"110";2018-04-20;276,495458041709;271,276009897178;284,358479976661
"111";2018-04-21;278,284210884509;270,37339150248;289,238839063251
"112";2018-04-22;280,813919904447;271,245960661637;292,738988387172
"113";2018-04-23;284,466093045882;275,287586520848;297,437457969351
"114";2018-04-24;286,12456619337;282,271671255292;292,487073619517
"115";2018-04-25;282,574914530105;281,530134578398;284,765735526972
"116";2018-04-26;280,940259409724;277,130308912083;288,557529344859
"117";2018-04-27;283,144065813276;275,193118136509;294,08056640625
"118";2018-04-28;281,057953863294;277,581698789875;284,721309145714
"119";2018-04-29;278,698649514641;274,902447645652;286,366787404133
"120";2018-04-30;280,934742407369;272,79291369514;291,246177386596
"121";2018-05-01;285,432505086986;277,317838533222;295,837677577071
"122";2018-05-02;290,587842157996;285,171250527078;298,647936295126
"123";2018-05-03;290,188009121788;287,54019294266;293,615309804406
"124";2018-05-04;290,916623579228;286,49566411868;299,734877762116
"125";2018-05-05;287,736588829024;280,951208228047;296,315059406497
"126";2018-05-06;289,423704944966;284,255495978648;297,058452629544
"127";2018-05-07;287,199138212367;282,134933319169;294,114357762889
"128";2018-05-08;287,865368719309;278,763410310395;298,694864915684
"129";2018-05-09;290,981864341779;282,428780089504;301,100059079103
"130";2018-05-10;291,478845937552;288,28801693824;295,711556567278
"131";2018-05-11;284,512411958916;278,76772036682;290,044981784136
"132";2018-05-12;283,809898115799;280,171564225782;288,400845671414
"133";2018-05-13;286,679909077992;279,752538510387;297,5909126704
"134";2018-05-14;289,063090034762;282,82551128001;296,530523509059
"135";2018-05-15;289,758685565473;287,380786918512;295,375208502867
"136";2018-05-16;290,42867186378;282,205531439075;301,00048828125
"137";2018-05-17;291,938652014941;285,093972953929;300,758576483979
"138";2018-05-18;288,666096820177;282,796979491726;294,781021048079
"139";2018-05-19;289,137610106243;285,687045281427;296,696193120707
"140";2018-05-20;290,586338545238;287,568215452997;293,343185667192
"141";2018-05-21;289,495314198717;279,96887299609;299,931494203213
"142";2018-05-22;290,678062308069;287,461709195683;294,748421525969
"143";2018-05-23;291,605721836698;284,850985567684;298,705990929963
"144";2018-05-24;291,556294120819;283,558984662606;301,295841542262
"145";2018-05-25;293,25357135094;286,375780338752;301,540969000858
"146";2018-05-26;293,509862954993;289,04887917499;298,605073523311
"147";2018-05-27;295,055761536854;288,873505702757;303,761911691617
"148";2018-05-28;296,851820255943;290,765847372757;304,975067345901
"149";2018-05-29;296,234236432416;288,998477534547;303,797211971658
"150";2018-05-30;297,988362630208;290,440659224318;307,51611328125
"151";2018-05-31;298,293882976847;293,857921731257;304,156364971447
"152";2018-06-01;297,252100178719;293,067284244257;303,987868815407
"153";2018-06-02;293,211338980962;289,531067716927;298,131102971708
"154";2018-06-03;291,345541741762;287,052025140393;296,359523366478
"155";2018-06-04;290,934919605499;287,861961159031;294,530154613927
"156";2018-06-05;288,262679209196;284,439187335722;291,775270128695
"157";2018-06-06;287,257034914363;283,879501969815;291,480682319493
"158";2018-06-07;290,293557759639;284,292965121401;298,110633013615
"159";2018-06-08;292,774579045154;285,494202884901;300,701014377418
"160";2018-06-09;292,327332731856;284,985235927921;301,799456692203
"161";2018-06-10;292,995890155428;288,155019238131;299,711218813273
"162";2018-06-11;292,157007413198;285,192285190524;299,981836843532
"163";2018-06-12;294,102119119241;286,786552414879;303,885554346039
"164";2018-06-13;295,444765034682;291,988292724419;300,753744822056
"165";2018-06-14;293,882822300135;289,032588643764;300,172569060805
"166";2018-06-15;293,404765102094;284,742848638907;302,42392598168
"167";2018-06-16;294,610323499224;286,544852566527;304,110235503219
"168";2018-06-17;297,825374620172;289,209609630269;307,37531580359
"169";2018-06-18;298,580354215643;295,516484821459;305,180838753084
"170";2018-06-19;295,29009645726;290,005013553823;300,972752471203
"171";2018-06-20;292,412755118751;286,460545823675;299,432326188029
"172";2018-06-21;293,082453831041;287,181220769289;300,326940404041
"173";2018-06-22;291,43979451878;285,433224791535;299,16774881742
"174";2018-06-23;292,226015255571;288,871252182673;296,537616644924
"175";2018-06-24;292,10598594362;290,302391874758;295,350696833293
"176";2018-06-25;292,333383110923;287,821721174977;298,665355961375
"177";2018-06-26;292,316082806887;283,5086477893;302,686161222119
"178";2018-06-27;293,168711179084;290,80537105128;296,211941861889
"179";2018-06-28;295,067277646466;291,069111348093;301,494840978108
"180";2018-06-29;297,297348243893;290,442580902704;305,877760570205
"181";2018-06-30;298,87407051739;293,017761935512;305,683551123277
"182";2018-07-01;300,845484546392;294,370574113409;308,598602798325
"183";2018-07-02;300,760402355619;296,780393825767;306,233137390734
"184";2018-07-03;299,990141460144;292,552760915183;308,147489683156
"185";2018-07-04;300,400698272314;292,448143071614;309,83184252933
"186";2018-07-05;300,198253074694;295,695640403886;307,053458708899
"187";2018-07-06;296,610082316615;291,553367461187;300,091102337336
"188";2018-07-07;295,151903263463;287,436202489049;303,841191852709
"189";2018-07-08;296,015332691961;288,010777702318;305,220396471142
"190";2018-07-09;296,940334920159;289,843808407775;305,391647184493
"191";2018-07-10;298,160033752346;292,666970043361;306,154834570762
"192";2018-07-11;297,212353887612;291,672683793822;303,764726422572
"193";2018-07-12;296,637620386032;287,542518636096;306,652043414524
"194";2018-07-13;299,277264567814;292,433356941082;308,079476578564
"195";2018-07-14;299,031673230978;294,31317151059;306,819550468162
"196";2018-07-15;299,191754763291;293,308726808559;307,306923305517
"197";2018-07-16;300,994776154003;294,032209052834;309,865437598889
"198";2018-07-17;299,193770850752;294,804294143492;305,344318870419
"199";2018-07-18;295,97387853272;290,239957927179;301,976293115652
"200";2018-07-19;296,120920520262;288,481077516379;305,048364234342
"201";2018-07-20;298,502560595539;290,63663395106;308,51416015625
"202";2018-07-21;298,88089259866;293,943734473024;304,839000227432
"203";2018-07-22;294,18235850873;290,159202133402;300,803588377289
"204";2018-07-23;297,32181507025;293,08751422679;305,412000263703
"205";2018-07-24;297,935163872013;294,254261724159;303,802749904583
"206";2018-07-25;297,278502467511;294,199357407927;302,410263573076
"207";2018-07-26;297,073786859809;290,271393738263;303,761532372645
"208";2018-07-27;296,258167755289;292,642528680684;300,914361363919
"209";2018-07-28;294,538963362227;290,974412998508;298,631067021011
"210";2018-07-29;294,497690633706;287,359497124332;302,227170804422
"211";2018-07-30;295,023034217002;289,027440861588;302,046257292515
"212";2018-07-31;296,197519409912;291,474841217879;304,07958984375
"213";2018-08-01;296,130640462885;293,617099694614;299,273541771923
"214";2018-08-02;296,684477687919;291,895679668008;302,818320481189
"215";2018-08-03;297,53178182723;292,782503025223;305,697998046875
"216";2018-08-04;297,872182114201;292,423611988664;304,509879612925
"217";2018-08-05;298,685178018054;291,608670824569;307,568697594688
"218";2018-08-06;300,026932277818;295,568581457171;307,438882857533
"219";2018-08-07;298,260058365193;294,76570434859;304,07521459176
"220";2018-08-08;296,262155662578;293,745492918853;300,623397269493
"221";2018-08-09;296,528714617914;290,517293488616;303,546928177228
"222";2018-08-10;296,729954661707;292,940951751229;302,624588988533
"223";2018-08-11;295,37864190527;287,484947696467;304,323156632292
"224";2018-08-12;295,95317599535;288,660069208333;304,25607797014
"225";2018-08-13;295,268476918505;290,042128177997;302,542257347175
"226";2018-08-14;295,545991224759;292,542989314544;299,904464312112
"227";2018-08-15;298,044123096148;292,719377576231;305,532345125291
"228";2018-08-16;298,014282560923;292,96670030733;305,232307820017
"229";2018-08-17;296,689931463926;293,685377869469;299,796515425971
"230";2018-08-18;295,818218832456;292,397242413144;299,348984466199
"231";2018-08-19;294,327410695041;289,315123510501;300,261566777276
"232";2018-08-20;295,370204648902;290,54433007437;301,856002675596
"233";2018-08-21;294,985597168162;293,063513902794;300,251338632588
"234";2018-08-22;293,484242671476;291,107322207746;296,986286954932
"235";2018-08-23;292,687467310013;287,481793497795;299,506723894265
"236";2018-08-24;295,059972761616;289,467637353867;301,861427892841
"237";2018-08-25;295,830724961863;291,761251033294;302,703967393753
"238";2018-08-26;296,404867943906;292,452389735598;301,947993244756
"239";2018-08-27;297,541425816555;293,717441379725;302,660516345594
"240";2018-08-28;299,492832436878;296,254896827684;304,531052110971
"241";2018-08-29;299,381312323358;296,757348702479;304,349272578439
"242";2018-08-30;294,260015203866;291,99940391509;296,539427636142
"243";2018-08-31;293,496886898128;288,079347051742;301,134501348259
"244";2018-09-01;297,093793569264;291,85977552802;305,0546875
"245";2018-09-02;298,373850347933;295,563419030208;304,089056500518
"246";2018-09-03;298,375475601178;295,332478445005;303,629895030149
"247";2018-09-04;298,923553457949;293,652251190926;306,466719214043
"248";2018-09-05;300,208744179172;295,44915585677;307,449383199292
"249";2018-09-06;297,770398804274;294,692128873913;300,068024184112
"250";2018-09-07;295,506842471648;291,840534040638;301,372896597361
